wl_um,n,k
2.32,3.4698661171,6.75e-08
2.33,3.4698660798,6.84e-08
2.34,3.4698660423,6.93e-08
2.35,3.4698660046,7.02e-08
2.36,3.4698659668,7.12e-08
2.37,3.4698659288,7.21e-08
2.38,3.4698658906,7.31e-08
2.39,3.4698658522,7.4e-08
2.4,3.4698658136,7.5e-08
2.41,3.4698657749,7.6e-08
2.42,3.469865736,7.7e-08
2.43,3.4698656969,7.8e-08
2.44,3.4698656576,7.9e-08
2.45,3.4698656181,8e-08
2.46,3.4698655785,8.1e-08
2.47,3.4698655387,8.2e-08
2.48,3.4698654986,8.31e-08
2.49,3.4698654584,8.41e-08
2.5,3.4698654181,8.52e-08
2.51,3.4698653775,8.63e-08
2.52,3.4698653368,8.74e-08
2.53,3.4698652958,8.84e-08
2.54,3.4698652547,8.95e-08
2.55,3.4698652134,9.07e-08
2.56,3.4698651719,9.18e-08
2.57,3.4698651303,9.29e-08
2.58,3.4698650884,9.4e-08
2.59,3.4698650464,9.52e-08
2.6,3.4698650041,9.64e-08
2.61,3.4698649617,9.75e-08
2.62,3.4698649191,9.87e-08
2.63,3.4698648763,9.99e-08
2.64,3.4698648334,1.011e-07
2.65,3.4698647902,1.023e-07
2.66,3.4698647469,1.035e-07
2.67,3.4698647033,1.048e-07
2.68,3.4698646596,1.06e-07
2.69,3.4698646157,1.072e-07
2.7,3.4698645716,1.085e-07
2.71,3.4698645273,1.098e-07
2.72,3.4698644828,1.111e-07
2.73,3.4698644381,1.124e-07
2.74,3.4698643933,1.137e-07
2.75,3.4698643482,1.15e-07
2.76,3.469864303,1.163e-07
2.77,3.4698642575,1.176e-07
2.78,3.4698642119,1.19e-07
2.79,3.4698641661,1.204e-07
2.8,3.4698641201,1.217e-07
2.81,3.4698640739,1.231e-07
2.82,3.4698640275,1.245e-07
2.83,3.4698639809,1.259e-07
2.84,3.4698639341,1.273e-07
2.85,3.4698638871,1.287e-07
2.86,3.4698638399,1.302e-07
2.87,3.4698637925,1.316e-07
2.88,3.469863745,1.331e-07
2.89,3.4698636972,1.346e-07
2.9,3.4698636493,1.361e-07
2.91,3.4698636011,1.376e-07
2.92,3.4698635528,1.391e-07
2.93,3.4698635042,1.406e-07
2.94,3.4698634555,1.421e-07
2.95,3.4698634065,1.437e-07
2.96,3.4698633574,1.452e-07
2.97,3.4698633081,1.468e-07
2.98,3.4698632585,1.484e-07
2.99,3.4698632088,1.5e-07
3,3.4698631589,1.516e-07
3.01,3.4698631087,1.532e-07
3.02,3.4698630584,1.548e-07
3.03,3.4698630078,1.565e-07
3.04,3.4698629571,1.581e-07
3.05,3.4698629062,1.598e-07
3.06,3.469862855,1.615e-07
3.07,3.4698628037,1.632e-07
3.08,3.4698627522,1.649e-07
3.09,3.4698627004,1.666e-07
3.1,3.4698626485,1.683e-07
3.11,3.4698625963,1.701e-07
3.12,3.4698625439,1.719e-07
3.13,3.4698624914,1.736e-07
3.14,3.4698624386,1.754e-07
3.15,3.4698623856,1.772e-07
3.16,3.4698623325,1.79e-07
3.17,3.4698622791,1.809e-07
3.18,3.4698622255,1.827e-07
3.19,3.4698621717,1.846e-07
3.2,3.4698621177,1.864e-07
3.21,3.4698620635,1.883e-07
3.22,3.4698620091,1.902e-07
3.23,3.4698619544,1.921e-07
3.24,3.4698618996,1.941e-07
3.25,3.4698618445,1.96e-07
3.26,3.4698617893,1.98e-07
3.27,3.4698617338,1.999e-07
3.28,3.4698616781,2.019e-07
3.29,3.4698616223,2.039e-07
3.3,3.4698615662,2.059e-07
3.31,3.4698615098,2.079e-07
3.32,3.4698614533,2.1e-07
3.33,3.4698613966,2.12e-07
3.34,3.4698613396,2.141e-07
3.35,3.4698612825,2.162e-07
3.36,3.4698612251,2.183e-07
3.37,3.4698611675,2.204e-07
3.38,3.4698611097,2.226e-07
3.39,3.4698610517,2.247e-07
3.4,3.4698609934,2.269e-07
3.41,3.469860935,2.29e-07
3.42,3.4698608763,2.312e-07
3.43,3.4698608174,2.334e-07
3.44,3.4698607583,2.357e-07
3.45,3.469860699,2.379e-07
3.46,3.4698606394,2.402e-07
3.47,3.4698605796,2.424e-07
3.48,3.4698605197,2.447e-07
3.49,3.4698604595,2.47e-07
3.5,3.469860399,2.494e-07
3.51,3.4698603384,2.517e-07
3.52,3.4698602775,2.541e-07
3.53,3.4698602164,2.564e-07
3.54,3.4698601551,2.588e-07
3.55,3.4698600936,2.612e-07
3.56,3.4698600318,2.636e-07
3.57,3.4698599698,2.661e-07
3.58,3.4698599076,2.685e-07
3.59,3.4698598452,2.71e-07
3.6,3.4698597825,2.735e-07
3.61,3.4698597196,2.76e-07
3.62,3.4698596565,2.785e-07
3.63,3.4698595932,2.811e-07
3.64,3.4698595296,2.836e-07
3.65,3.4698594658,2.862e-07
3.66,3.4698594018,2.888e-07
3.67,3.4698593375,2.914e-07
3.68,3.469859273,2.941e-07
3.69,3.4698592083,2.967e-07
3.7,3.4698591434,2.994e-07
3.71,3.4698590782,3.021e-07
3.72,3.4698590128,3.048e-07
3.73,3.4698589471,3.075e-07
3.74,3.4698588812,3.102e-07
3.75,3.4698588151,3.13e-07
3.76,3.4698587488,3.158e-07
3.77,3.4698586822,3.186e-07
3.78,3.4698586154,3.214e-07
3.79,3.4698585483,3.242e-07
3.8,3.469858481,3.271e-07
3.81,3.4698584135,3.299e-07
3.82,3.4698583458,3.328e-07
3.83,3.4698582778,3.357e-07
3.84,3.4698582095,3.387e-07
3.85,3.469858141,3.416e-07
3.86,3.4698580723,3.446e-07
3.87,3.4698580033,3.476e-07
3.88,3.4698579341,3.506e-07
3.89,3.4698578647,3.536e-07
3.9,3.469857795,3.567e-07
3.91,3.4698577251,3.597e-07
3.92,3.4698576549,3.628e-07
3.93,3.4698575845,3.659e-07
3.94,3.4698575138,3.691e-07
3.95,3.4698574429,3.722e-07
3.96,3.4698573717,3.754e-07
3.97,3.4698573003,3.786e-07
3.98,3.4698572287,3.818e-07
3.99,3.4698571568,3.851e-07
4,3.4698570846,3.883e-07
4.01,3.4698570122,3.916e-07
4.02,3.4698569396,3.949e-07
4.03,3.4698568667,3.982e-07
4.04,3.4698567935,4.016e-07
4.05,3.4698567201,4.049e-07
4.06,3.4698566465,4.083e-07
4.07,3.4698565726,4.117e-07
4.08,3.4698564984,4.152e-07
4.09,3.469856424,4.186e-07
4.1,3.4698563493,4.221e-07
4.11,3.4698562744,4.256e-07
4.12,3.4698561992,4.291e-07
4.13,3.4698561237,4.327e-07
4.14,3.469856048,4.362e-07
4.15,3.4698559721,4.398e-07
4.16,3.4698558959,4.434e-07
4.17,3.4698558194,4.471e-07
4.18,3.4698557426,4.508e-07
4.19,3.4698556656,4.544e-07
4.2,3.4698555884,4.582e-07
4.21,3.4698555108,4.619e-07
4.22,3.469855433,4.656e-07
4.23,3.469855355,4.694e-07
4.24,3.4698552766,4.732e-07
4.25,3.4698551981,4.771e-07
4.26,3.4698551192,4.809e-07
4.27,3.4698550401,4.848e-07
4.28,3.4698549607,4.887e-07
4.29,3.469854881,4.926e-07
4.3,3.4698548011,4.966e-07
4.31,3.4698547209,5.006e-07
4.32,3.4698546404,5.046e-07
4.33,3.4698545596,5.086e-07
4.34,3.4698544786,5.127e-07
4.35,3.4698543973,5.168e-07
4.36,3.4698543158,5.209e-07
4.37,3.4698542339,5.25e-07
4.38,3.4698541518,5.292e-07
4.39,3.4698540694,5.334e-07
4.4,3.4698539867,5.376e-07
4.41,3.4698539038,5.418e-07
4.42,3.4698538205,5.461e-07
4.43,3.469853737,5.504e-07
4.44,3.4698536532,5.547e-07
4.45,3.4698535691,5.591e-07
4.46,3.4698534848,5.635e-07
4.47,3.4698534001,5.679e-07
4.48,3.4698533152,5.723e-07
4.49,3.46985323,5.768e-07
4.5,3.4698531445,5.812e-07
4.51,3.4698530587,5.858e-07
4.52,3.4698529726,5.903e-07
4.53,3.4698528862,5.949e-07
4.54,3.4698527996,5.995e-07
4.55,3.4698527126,6.041e-07
4.56,3.4698526254,6.088e-07
4.57,3.4698525379,6.135e-07
4.58,3.4698524501,6.182e-07
4.59,3.4698523619,6.23e-07
4.6,3.4698522735,6.277e-07
4.61,3.4698521848,6.326e-07
4.62,3.4698520958,6.374e-07
4.63,3.4698520065,6.423e-07
4.64,3.4698519169,6.472e-07
4.65,3.469851827,6.521e-07
4.66,3.4698517368,6.571e-07
4.67,3.4698516463,6.621e-07
4.68,3.4698515555,6.671e-07
4.69,3.4698514644,6.722e-07
4.7,3.4698513729,6.773e-07
4.71,3.4698512812,6.824e-07
4.72,3.4698511892,6.875e-07
4.73,3.4698510968,6.927e-07
4.74,3.4698510042,6.979e-07
4.75,3.4698509112,7.032e-07
4.76,3.469850818,7.085e-07
4.77,3.4698507244,7.138e-07
4.78,3.4698506305,7.191e-07
4.79,3.4698505363,7.245e-07
4.8,3.4698504418,7.299e-07
4.81,3.4698503469,7.354e-07
4.82,3.4698502518,7.409e-07
4.83,3.4698501563,7.464e-07
4.84,3.4698500605,7.52e-07
4.85,3.4698499644,7.576e-07
4.86,3.469849868,7.632e-07
4.87,3.4698497712,7.688e-07
4.88,3.4698496741,7.745e-07
4.89,3.4698495767,7.803e-07
4.9,3.469849479,7.86e-07
4.91,3.469849381,7.918e-07
4.92,3.4698492826,7.977e-07
4.93,3.4698491839,8.035e-07
4.94,3.4698490848,8.094e-07
4.95,3.4698489855,8.154e-07
4.96,3.4698488857,8.214e-07
4.97,3.4698487857,8.274e-07
4.98,3.4698486853,8.335e-07
4.99,3.4698485846,8.396e-07
5,3.4698484836,8.457e-07
5.01,3.4698483822,8.519e-07
5.02,3.4698482805,8.581e-07
5.03,3.4698481784,8.643e-07
5.04,3.469848076,8.706e-07
5.05,3.4698479732,8.769e-07
5.06,3.4698478701,8.833e-07
5.07,3.4698477667,8.897e-07
5.08,3.4698476629,8.962e-07
5.09,3.4698475588,9.026e-07
5.1,3.4698474543,9.092e-07
5.11,3.4698473494,9.157e-07
5.12,3.4698472442,9.223e-07
5.13,3.4698471387,9.29e-07
5.14,3.4698470328,9.357e-07
5.15,3.4698469265,9.424e-07
5.16,3.4698468199,9.492e-07
5.17,3.469846713,9.56e-07
5.18,3.4698466056,9.629e-07
5.19,3.4698464979,9.698e-07
5.2,3.4698463899,9.767e-07
5.21,3.4698462815,9.837e-07
5.22,3.4698461727,9.907e-07
5.23,3.4698460635,9.978e-07
5.24,3.469845954,1.0049e-06
5.25,3.4698458441,1.0121e-06
5.26,3.4698457339,1.0193e-06
5.27,3.4698456232,1.0265e-06
5.28,3.4698455122,1.0338e-06
5.29,3.4698454008,1.0412e-06
5.3,3.4698452891,1.0486e-06
5.31,3.4698451769,1.056e-06
5.32,3.4698450644,1.0635e-06
5.33,3.4698449515,1.071e-06
5.34,3.4698448382,1.0786e-06
5.35,3.4698447245,1.0862e-06
5.36,3.4698446105,1.0939e-06
5.37,3.469844496,1.1016e-06
5.38,3.4698443812,1.1093e-06
5.39,3.469844266,1.1172e-06
5.4,3.4698441504,1.125e-06
5.41,3.4698440344,1.1329e-06
5.42,3.469843918,1.1409e-06
5.43,3.4698438012,1.1489e-06
5.44,3.469843684,1.157e-06
5.45,3.4698435663,1.1651e-06
5.46,3.4698434483,1.1732e-06
5.47,3.4698433299,1.1815e-06
5.48,3.4698432111,1.1897e-06
5.49,3.4698430919,1.198e-06
5.5,3.4698429723,1.2064e-06
5.51,3.4698428522,1.2148e-06
5.52,3.4698427318,1.2233e-06
5.53,3.4698426109,1.2318e-06
5.54,3.4698424896,1.2404e-06
5.55,3.4698423679,1.2491e-06
5.56,3.4698422458,1.2577e-06
5.57,3.4698421233,1.2665e-06
5.58,3.4698420003,1.2753e-06
5.59,3.4698418769,1.2841e-06
5.6,3.4698417531,1.2931e-06
5.61,3.4698416289,1.302e-06
5.62,3.4698415042,1.311e-06
5.63,3.4698413791,1.3201e-06
5.64,3.4698412535,1.3293e-06
5.65,3.4698411275,1.3385e-06
5.66,3.4698410011,1.3477e-06
5.67,3.4698408743,1.357e-06
5.68,3.469840747,1.3664e-06
5.69,3.4698406192,1.3758e-06
5.7,3.469840491,1.3853e-06
5.71,3.4698403624,1.3949e-06
5.72,3.4698402333,1.4045e-06
5.73,3.4698401038,1.4142e-06
5.74,3.4698399738,1.4239e-06
5.75,3.4698398433,1.4337e-06
5.76,3.4698397124,1.4436e-06
5.77,3.4698395811,1.4535e-06
5.78,3.4698394492,1.4635e-06
5.79,3.4698393169,1.4735e-06
5.8,3.4698391842,1.4836e-06
5.81,3.4698390509,1.4938e-06
5.82,3.4698389172,1.5041e-06
5.83,3.469838783,1.5144e-06
5.84,3.4698386484,1.5247e-06
5.85,3.4698385133,1.5352e-06
5.86,3.4698383776,1.5457e-06
5.87,3.4698382415,1.5563e-06
5.88,3.469838105,1.5669e-06
5.89,3.4698379679,1.5776e-06
5.9,3.4698378303,1.5884e-06
5.91,3.4698376923,1.5993e-06
5.92,3.4698375537,1.6102e-06
5.93,3.4698374147,1.6212e-06
5.94,3.4698372751,1.6323e-06
5.95,3.4698371351,1.6434e-06
5.96,3.4698369945,1.6546e-06
5.97,3.4698368535,1.6659e-06
5.98,3.4698367119,1.6773e-06
5.99,3.4698365698,1.6887e-06
6,3.4698364272,1.7002e-06
6.01,3.4698362841,1.7118e-06
6.02,3.4698361405,1.7234e-06
6.03,3.4698359963,1.7352e-06
6.04,3.4698358516,1.747e-06
6.05,3.4698357064,1.7589e-06
6.06,3.4698355607,1.7708e-06
6.07,3.4698354144,1.7829e-06
6.08,3.4698352676,1.795e-06
6.09,3.4698351202,1.8072e-06
6.1,3.4698349723,1.8195e-06
6.11,3.4698348239,1.8318e-06
6.12,3.4698346749,1.8443e-06
6.13,3.4698345254,1.8568e-06
6.14,3.4698343753,1.8694e-06
6.15,3.4698342246,1.8821e-06
6.16,3.4698340734,1.8949e-06
6.17,3.4698339216,1.9078e-06
6.18,3.4698337693,1.9207e-06
6.19,3.4698336164,1.9338e-06
6.2,3.4698334629,1.9469e-06
6.21,3.4698333088,1.9601e-06
6.22,3.4698331542,1.9734e-06
6.23,3.4698329989,1.9868e-06
6.24,3.4698328431,2.0003e-06
6.25,3.4698326867,2.0138e-06
6.26,3.4698325297,2.0275e-06
6.27,3.4698323721,2.0413e-06
6.28,3.469832214,2.0551e-06
6.29,3.4698320552,2.0691e-06
6.3,3.4698318958,2.0831e-06
6.31,3.4698317358,2.0972e-06
6.32,3.4698315751,2.1115e-06
6.33,3.4698314139,2.1258e-06
6.34,3.469831252,2.1402e-06
6.35,3.4698310895,2.1547e-06
6.36,3.4698309264,2.1694e-06
6.37,3.4698307627,2.1841e-06
6.38,3.4698305983,2.1989e-06
6.39,3.4698304333,2.2138e-06
6.4,3.4698302676,2.2289e-06
6.41,3.4698301013,2.244e-06
6.42,3.4698299343,2.2592e-06
6.43,3.4698297667,2.2746e-06
6.44,3.4698295984,2.29e-06
6.45,3.4698294295,2.3056e-06
6.46,3.4698292599,2.3213e-06
6.47,3.4698290896,2.337e-06
6.48,3.4698289186,2.3529e-06
6.49,3.469828747,2.3689e-06
6.5,3.4698285747,2.385e-06
6.51,3.4698284017,2.4013e-06
6.52,3.469828228,2.4176e-06
6.53,3.4698280535,2.4341e-06
6.54,3.4698278784,2.4506e-06
6.55,3.4698277026,2.4673e-06
6.56,3.4698275261,2.4841e-06
6.57,3.4698273488,2.5011e-06
6.58,3.4698271708,2.5181e-06
6.59,3.4698269921,2.5353e-06
6.6,3.4698268127,2.5526e-06
6.61,3.4698266325,2.57e-06
6.62,3.4698264516,2.5876e-06
6.63,3.46982627,2.6052e-06
6.64,3.4698260876,2.623e-06
6.65,3.4698259044,2.641e-06
6.66,3.4698257205,2.659e-06
6.67,3.4698255358,2.6772e-06
6.68,3.4698253503,2.6956e-06
6.69,3.469825164,2.714e-06
6.7,3.469824977,2.7326e-06
6.71,3.4698247892,2.7514e-06
6.72,3.4698246005,2.7702e-06
6.73,3.4698244111,2.7893e-06
6.74,3.4698242209,2.8084e-06
6.75,3.4698240298,2.8277e-06
6.76,3.4698238379,2.8472e-06
6.77,3.4698236452,2.8667e-06
6.78,3.4698234517,2.8865e-06
6.79,3.4698232573,2.9064e-06
6.8,3.4698230621,2.9264e-06
6.81,3.4698228661,2.9466e-06
6.82,3.4698226691,2.9669e-06
6.83,3.4698224714,2.9874e-06
6.84,3.4698222727,3.0081e-06
6.85,3.4698220732,3.0289e-06
6.86,3.4698218727,3.0499e-06
6.87,3.4698216714,3.071e-06
6.88,3.4698214692,3.0923e-06
6.89,3.4698212661,3.1138e-06
6.9,3.469821062,3.1354e-06
6.91,3.4698208571,3.1572e-06
6.92,3.4698206512,3.1791e-06
6.93,3.4698204444,3.2013e-06
6.94,3.4698202366,3.2236e-06
6.95,3.4698200279,3.2461e-06
6.96,3.4698198182,3.2688e-06
6.97,3.4698196075,3.2916e-06
6.98,3.4698193959,3.3146e-06
6.99,3.4698191833,3.3379e-06
7,3.4698189697,3.3613e-06
7.01,3.469818755,3.3849e-06
7.02,3.4698185394,3.4086e-06
7.03,3.4698183228,3.4326e-06
7.04,3.4698181051,3.4568e-06
7.05,3.4698178864,3.4812e-06
7.06,3.4698176666,3.5057e-06
7.07,3.4698174458,3.5305e-06
7.08,3.4698172239,3.5555e-06
7.09,3.4698170009,3.5807e-06
7.1,3.4698167769,3.6061e-06
7.11,3.4698165517,3.6317e-06
7.12,3.4698163255,3.6575e-06
7.13,3.4698160981,3.6835e-06
7.14,3.4698158696,3.7098e-06
7.15,3.4698156399,3.7363e-06
7.16,3.4698154091,3.763e-06
7.17,3.4698151772,3.7899e-06
7.18,3.469814944,3.8171e-06
7.19,3.4698147097,3.8445e-06
7.2,3.4698144742,3.8722e-06
7.21,3.4698142375,3.9001e-06
7.22,3.4698139995,3.9282e-06
7.23,3.4698137603,3.9566e-06
7.24,3.4698135199,3.9852e-06
7.25,3.4698132782,4.0141e-06
7.26,3.4698130352,4.0432e-06
7.27,3.469812791,4.0726e-06
7.28,3.4698125454,4.1023e-06
7.29,3.4698122986,4.1323e-06
7.3,3.4698120504,4.1625e-06
7.31,3.4698118008,4.193e-06
7.32,3.4698115499,4.2237e-06
7.33,3.4698112976,4.2548e-06
7.34,3.469811044,4.2862e-06
7.35,3.4698107889,4.3178e-06
7.36,3.4698105324,4.3497e-06
7.37,3.4698102745,4.382e-06
7.38,3.4698100151,4.4145e-06
7.39,3.4698097542,4.4474e-06
7.4,3.4698094919,4.4806e-06
7.41,3.469809228,4.5141e-06
7.42,3.4698089627,4.5479e-06
7.43,3.4698086958,4.582e-06
7.44,3.4698084273,4.6165e-06
7.45,3.4698081572,4.6513e-06
7.46,3.4698078856,4.6865e-06
7.47,3.4698076123,4.7221e-06
7.48,3.4698073374,4.7579e-06
7.49,3.4698070608,4.7942e-06
7.5,3.4698067825,4.8308e-06
7.51,3.4698065025,4.8678e-06
7.52,3.4698062208,4.9052e-06
7.53,3.4698059374,4.943e-06
7.54,3.4698056522,4.9812e-06
7.55,3.4698053651,5.0197e-06
7.56,3.4698050763,5.0587e-06
7.57,3.4698047856,5.0981e-06
7.58,3.469804493,5.1379e-06
7.59,3.4698041986,5.1782e-06
7.6,3.4698039022,5.2189e-06
7.61,3.4698036038,5.2601e-06
7.62,3.4698033035,5.3017e-06
7.63,3.4698030011,5.3438e-06
7.64,3.4698026967,5.3863e-06
7.65,3.4698023902,5.4294e-06
7.66,3.4698020817,5.4729e-06
7.67,3.469801771,5.5169e-06
7.68,3.4698014581,5.5615e-06
7.69,3.469801143,5.6066e-06
7.7,3.4698008257,5.6522e-06
7.71,3.4698005061,5.6983e-06
7.72,3.4698001842,5.7451e-06
7.73,3.4697998599,5.7924e-06
7.74,3.4697995333,5.8402e-06
7.75,3.4697992042,5.8887e-06
7.76,3.4697988727,5.9378e-06
7.77,3.4697985387,5.9875e-06
7.78,3.4697982021,6.0378e-06
7.79,3.4697978629,6.0888e-06
7.8,3.469797521,6.1405e-06
7.81,3.4697971765,6.1928e-06
7.82,3.4697968293,6.2458e-06
7.83,3.4697964792,6.2996e-06
7.84,3.4697961263,6.354e-06
7.85,3.4697957706,6.4093e-06
7.86,3.4697954119,6.4652e-06
7.87,3.4697950502,6.522e-06
7.88,3.4697946854,6.5796e-06
7.89,3.4697943175,6.638e-06
7.9,3.4697939464,6.6973e-06
7.91,3.4697935721,6.7574e-06
7.92,3.4697931945,6.8184e-06
7.93,3.4697928135,6.8804e-06
7.94,3.4697924291,6.9433e-06
7.95,3.4697920411,7.0071e-06
7.96,3.4697916496,7.072e-06
7.97,3.4697912544,7.1379e-06
7.98,3.4697908554,7.2048e-06
7.99,3.4697904526,7.2729e-06
8,3.4697900459,7.342e-06
8.01,3.4697896352,7.4123e-06
8.02,3.4697892204,7.4838e-06
8.03,3.4697888015,7.5566e-06
8.04,3.4697883782,7.6306e-06
8.05,3.4697879505,7.7059e-06
8.06,3.4697875184,7.7825e-06
8.07,3.4697870817,7.8606e-06
8.08,3.4697866402,7.94e-06
8.09,3.4697861939,8.021e-06
8.1,3.4697857427,8.1035e-06
8.11,3.4697852863,8.1877e-06
8.12,3.4697848248,8.2734e-06
8.13,3.4697843579,8.3609e-06
8.14,3.4697838855,8.4502e-06
8.15,3.4697834075,8.5413e-06
8.16,3.4697829237,8.6343e-06
8.17,3.4697824339,8.7293e-06
8.18,3.469781938,8.8263e-06
8.19,3.4697814358,8.9255e-06
